scenario,method,overshoot_pct,t_settle_s,ess,ess_abs,stl_sat,stl_rho
nominal_500,baseline,11.088048704147273,1.7000000000000004,-3.041401676914461,3.041401676914461,True,0.04391719579543269
nominal_500,shield,11.065197157766272,3.5000000000000018,-3.0414017240309477,3.0414017240309477,True,0.04391719579487097
nominal_500,conformal,11.06418666071263,4.699999999999999,-3.041401721603904,3.041401721603904,True,0.04391719579723986
shift_450,baseline,5.853037584072012,2.3000000000000007,-1.4500690139641392,1.4500690139641392,True,0.046777623398034825
shift_450,shield,5.8399579061543765,4.699999999999999,-1.4500690232994202,1.4500690232994202,True,0.04677762342891798
shift_450,conformal,5.83938309310095,6.299999999999994,-1.450068967563368,1.450068967563368,True,0.04677762345431284
shift_550,baseline,16.443909151913196,1.3,-4.945592420738194,4.945592420738194,True,0.04100801232280446
shift_550,shield,16.41237293611698,2.700000000000001,-4.945592508102095,4.945592508102095,True,0.041008012334901776
shift_550,conformal,16.410976577577934,3.700000000000002,-4.945592431523892,4.945592431523892,True,0.04100801230200494
