t_sec,Vt_ftps
0.1,527.4066076397038
0.2,527.3813147587091
0.30000000000000004,527.3232449529912
0.4,527.2355831128908
0.5,527.1212117951673
0.6,526.9827397904099
0.7,526.8225280125695
0.7999999999999999,526.64271295772
0.8999999999999999,526.4452279570812
0.9999999999999999,526.2318224290805
1.0999999999999999,526.0040793167075
1.2,525.7634308794641
1.3,525.5111729937424
1.4000000000000001,525.2484781013395
1.5000000000000002,524.976406932947
1.6000000000000003,524.6959191217312
1.7000000000000004,524.4078828114386
1.8000000000000005,524.1130833537591
1.9000000000000006,523.8122311808436
2.0000000000000004,523.5059689308554
2.1000000000000005,523.1948778971389
2.2000000000000006,522.8794838649794
2.3000000000000007,522.560262393913
2.400000000000001,522.2376435980992
2.500000000000001,521.9120164723242
2.600000000000001,521.5837328067151
2.700000000000001,521.2531107291826
2.800000000000001,520.9204379109246
2.9000000000000012,520.5859744669795
3.0000000000000013,520.2499555807925
3.1000000000000014,519.9125938790206
3.2000000000000015,519.5740815803066
3.3000000000000016,519.2345924395158
3.4000000000000017,518.89428350688
3.5000000000000018,518.553296719654
3.600000000000002,518.211760342217
3.700000000000002,517.869790269038
3.800000000000002,517.5274912035547
3.900000000000002,517.1849577247754
4.000000000000002,516.8422752522913
4.100000000000001,516.4995209193701
4.200000000000001,516.1567643628807
4.300000000000001,515.8140684379711
4.4,515.4714898646596
4.5,515.1290798128293
4.6,514.7868844314871
4.699999999999999,514.4449453275987
4.799999999999999,514.1032999993009
4.899999999999999,513.7619822278376
4.999999999999998,513.4210224321511
5.099999999999998,513.0804479896861
5.1999999999999975,512.7402835266267
5.299999999999997,512.4005511804755
5.399999999999997,512.0612708376119
5.4999999999999964,511.7224603482139
5.599999999999996,511.3841357206985
5.699999999999996,511.0463112976333
5.799999999999995,510.70899991488363
5.899999999999995,510.37221304559426
5.999999999999995,510.0359609304492
6.099999999999994,509.70025269551746
6.199999999999994,509.365096458868
6.299999999999994,509.0304994270241
6.399999999999993,508.69646798222436
6.499999999999993,508.36300776136807
6.5999999999999925,508.0301237274353
6.699999999999992,507.69782023410033
6.799999999999992,507.3661010841867
6.8999999999999915,507.03496958255016
6.999999999999991,506.70442858392147
7.099999999999991,506.37448053618783
7.19999999999999,506.04512751954957
7.29999999999999,505.7163712819437
7.39999999999999,505.38821327109
7.499999999999989,505.0606546634834
7.599999999999989,504.7336963906203
7.699999999999989,504.4073391627263
7.799999999999988,504.0815834902202
7.899999999999988,503.75642970313186
7.999999999999988,503.431877968668
8.099999999999987,503.1079283071038
8.199999999999987,502.78458060615736
8.299999999999986,502.46183463399404
8.399999999999986,502.1396900509902
8.499999999999986,501.81814642037426
8.599999999999985,501.49914353315967
8.699999999999985,501.1861057557358
8.799999999999985,500.8817040451877
8.899999999999984,500.587935840924
8.999999999999984,500.30624301770047
9.099999999999984,500.03761088066994
9.199999999999983,499.7826522946445
9.299999999999983,499.541678871833
9.399999999999983,499.3147607582062
9.499999999999982,499.10177690501064
9.599999999999982,498.90245681753254
9.699999999999982,498.71641568553264
9.799999999999981,498.54318363841674
9.89999999999998,498.3822295565784
9.99999999999998,498.2329802798551
10.09999999999998,498.09483681324593
10.19999999999998,497.96718769696633
10.29999999999998,497.84941897347045
10.399999999999979,497.74092235705666
10.499999999999979,497.6411016936917
10.599999999999978,497.54937774363657
10.699999999999978,497.4651921601813
10.799999999999978,497.38801011958714
10.899999999999977,497.3173218595679
10.999999999999977,497.25264378118806
11.099999999999977,497.19351890880296
11.199999999999976,497.1395170614574
11.299999999999976,497.09023466214524
11.399999999999975,497.0452942012677
11.499999999999975,497.00434317326585
11.599999999999975,496.96705355328305
11.699999999999974,496.933120745225
11.799999999999974,496.90226204988136
11.899999999999974,496.8742160550498
11.999999999999973,496.848741329191
12.099999999999973,496.82561500173216
12.199999999999973,496.80463177501616
12.299999999999972,496.78560276981125
12.399999999999972,496.76835430859904
12.499999999999972,496.75272712494154
12.599999999999971,496.73857529254883
12.69999999999997,496.72576509538084
12.79999999999997,496.7141742736014
12.89999999999997,496.70369104417745
12.99999999999997,496.6942133394383
13.09999999999997,496.6856479888385
13.199999999999969,496.67790992043444
13.299999999999969,496.6709217637505
13.399999999999968,496.6646130160066
13.499999999999968,496.6589194493635
13.599999999999968,496.65378276782246
13.699999999999967,496.6491498863808
13.799999999999967,496.6449726939325
13.899999999999967,496.6412075504675
13.999999999999966,496.6378147028081
14.099999999999966,496.6347581946821
14.199999999999966,496.63200552955675
14.299999999999965,496.62952711039844
14.399999999999965,496.6272960822685
14.499999999999964,496.62528827019776
14.599999999999964,496.62348190735804
14.699999999999964,496.62185718004076
14.799999999999963,496.62039615463544
14.899999999999963,496.6190827291447
14.999999999999963,496.61790224931894
15.099999999999962,496.616841339207
15.199999999999962,496.61588801648355
15.299999999999962,496.61503163566914
15.399999999999961,496.61426255561275
15.499999999999961,496.61357190929346
15.59999999999996,496.6129518493566
15.69999999999996,496.61239526403625
15.79999999999996,496.6118956753618
15.89999999999996,496.61144739597285
15.99999999999996,496.61104523793824
16.09999999999996,496.6106844678958
16.19999999999996,496.6103609890829
16.29999999999996,496.6100710181306
16.399999999999963,496.60981102022623
16.499999999999964,496.60957799693773
16.599999999999966,496.6093692534719
16.699999999999967,496.60918233119133
16.79999999999997,496.60901486376235
16.89999999999997,496.6088648516752
16.99999999999997,496.6087306331359
17.099999999999973,496.6086104761241
17.199999999999974,496.6085027922846
17.299999999999976,496.6084063656229
17.399999999999977,496.6083200752742
17.49999999999998,496.6082428374917
17.59999999999998,496.6081736271969
